year,month,day,hour,minute,latitude,longitude,depth,magnitude
2019,7,26,23,37,21.07,121.96,8,5.9
2019,7,27,1,24,20.89,121.84,13,5.8
2019,7,27,10,11,20.78,122.07,15,5.3
2019,8,2,16,10,6.02,126.03,144,5.6
2019,8,2,17,28,12.87,124.96,20,5
2019,8,31,13,2,7.47,126.76,29,5.2
2019,9,5,13,58,14.63,116.3,31,5.1
2019,9,8,13,49,5.61,125.74,46,5
2019,9,8,14,6,5.61,125.74,46,5
2019,9,10,5,39,6.55,126.42,59,5.8
2019,9,10,5,42,6.55,126.42,59,5.8
2019,9,13,8,28,15.1,122.23,55,5.3
2019,9,18,7,0,5.07,126.64,28,5.6
2019,9,20,18,4,14.1,124.59,1,5
2019,9,29,2,2,5.52,126.66,63,6.4
2019,9,29,7,40,5.43,126.63,58,5.3
2019,10,16,11,37,6.76,125.01,9,6.3
2019,10,16,12,9,6.76,125.01,9,5.5
2019,10,16,20,53,7.25,126.6,128,5.2
2019,10,17,1,28,4.55,126.42,66,5.3
2019,10,17,6,18,6.79,124.98,1,5.2
2019,10,18,22,52,6.83,125,17,5
2019,10,29,1,4,6.81,125.03,7,6.6
2019,10,29,2,42,6.85,125.02,11,6.1
2019,10,29,8,33,7.03,125,2,5.4
2019,10,29,21,22,6.86,125.06,5,5
2019,10,31,1,11,6.92,125.06,8,6.5
2019,11,1,2,33,2.73,126.82,33,5.5
2019,11,1,6,7,6.8,125.11,2,5
2019,11,6,20,52,14.98,122.65,7,5.5
2019,11,8,5,31,10.75,125.63,23,5.2
2019,11,8,19,57,4.78,127.82,89,5
2019,11,18,13,22,7.67,124.89,6,5.9
2019,12,5,12,24,5.24,127,33,5.6
2019,12,15,6,11,6.76,125.13,9,6.9
2019,12,15,7,9,6.61,125.36,1,5.2
2019,12,17,20,18,6.53,125.32,10,5.3
2019,12,25,16,56,3.64,126.72,34,5.4
2020,1,6,2,58,6.01,126.35,58,5.4
2020,1,6,15,25,5.45,125.52,1,5
2020,1,12,18,53,9.42,126.27,28,5
2020,2,6,21,40,5.28,126.56,1,6.1
2020,2,20,17,54,5.67,125.68,193,5.4
2020,2,28,3,13,3.88,126.01,135,5.5
2020,3,2,5,19,11.32,124.55,10,5.4
2020,3,13,6,0,14.66,118.94,33,5
2020,3,18,11,13,2.83,127.62,168,5.4
2020,3,20,4,8,14.78,124.23,8,5
2020,3,26,23,38,5.46,125.1,48,6.1
2020,4,11,0,44,20.51,122.08,171,6
2020,4,11,2,45,5.61,126.6,75,5.1
2020,4,12,4,23,2.42,126.95,126,5.1
2020,4,15,9,7,11.42,125.14,87,5.1
2020,4,15,10,1,19.71,121.94,9,5
2020,4,19,21,9,3.92,126.12,102,5.1
2020,4,27,7,48,5.82,127.06,43,5.2
2020,5,10,3,18,14.03,120.22,82,5.4
2020,5,20,20,45,5.03,126.12,75,5
2020,5,23,10,10,15.57,121.52,7,5.1
2020,5,28,13,17,16.72,120.2,57,5.2
2020,5,30,21,6,3.66,126.53,71,5.6
2020,6,4,16,49,2.92,128.83,123,6.6
2020,6,5,21,37,12.74,121.07,15,5.1
2020,6,22,16,2,17.21,119.93,4,5
2020,6,26,19,54,19.11,121.19,29,5.4
2020,7,26,11,12,6.35,126.93,63,5.6
2020,7,28,1,32,8.89,126.57,45,5.8
2020,7,31,14,6,8.51,126.84,19,5.7
2020,8,2,1,8,7.2,124.32,537,6.4
2020,8,13,6,32,19.98,121.24,20,5.4
2020,8,16,10,53,19.69,122.11,3,5
2020,8,16,15,22,6.4,123.64,611,5.1
2020,8,18,8,3,11.98,124.01,13,6.6
2020,8,19,5,50,11.86,124.07,2,5.1
2020,9,6,23,23,6.08,125.92,143,6.4
2020,9,9,11,41,3.79,126.74,1,5.5
2020,9,9,15,18,3.44,126.28,1,5.9
2020,9,20,21,28,6.6,125.66,171,5
2020,9,21,6,13,9.26,127.02,22,5.7
2020,9,21,6,21,9.38,127.04,7,5.2
2020,9,24,10,25,9.35,126.88,16,5.2
2020,10,1,6,10,9.23,126.59,15,5.3
2020,10,5,2,16,13.66,120.55,120,5.6
2020,10,13,3,21,9.8,126.24,55,5
2020,10,17,4,6,13.58,120.11,29,5.4
2020,10,29,13,25,13.75,120.86,4,5
2020,11,5,2,27,10.03,126.21,18,5.1
2020,11,12,15,18,10.15,126.1,14,5.3
2020,11,15,14,35,11.81,124.16,10,5
2020,11,16,6,37,8.61,126.49,54,6
2020,12,7,22,37,13.04,124.52,79,5.4
2020,12,16,7,21,4.87,125.43,20,6.2
2020,12,25,7,43,13.76,120.53,107,6.3
2020,12,25,10,0,4.91,125.97,88,5.2
2020,12,25,18,4,13.36,122.31,4,5.2
2020,12,30,0,21,5.01,125.45,68,5.5
2021,1,12,21,38,19,120.55,15,5.1
2021,1,21,20,23,5.09,127.61,102,7.1
2021,1,24,22,26,5.12,127.61,96,5
2021,2,2,22,37,9.11,126.88,12,5.2
2021,2,4,15,48,3.62,126.57,25,5.2
2021,2,4,16,14,14.6,118.8,16,5.1
2021,2,5,6,0,21.11,121.77,7,5.6
2021,2,7,12,22,14.6,123.14,1,5.1
2021,2,8,8,0,6.75,125.11,10,6.1
2021,2,9,7,24,5.74,127.15,62,5.7
2021,2,24,6,25,11.9,120.71,23,5
2021,3,11,15,24,2.89,126.43,110,5.2
2021,3,13,4,13,15.78,119.25,13,5.1
2021,4,1,18,12,4.33,126.89,63,5
2021,4,7,4,8,3.41,126.58,27,5.2
2021,4,10,17,30,5.74,126.68,98,5.1
2021,4,14,2,38,3.98,124.88,326,6.1
2021,4,14,2,39,5.44,127,34,5.1
2021,4,17,4,55,13.9,120.57,198,5
2021,5,6,14,21,3.3,126.77,58,5.4
2021,5,11,1,25,6.76,125.12,19,5.1
2021,5,12,9,9,5.46,126.58,60,5.3
2021,5,13,2,20,13.52,120.65,108,5.8
2021,5,22,7,56,4.76,128.72,38,5.6
2021,5,23,10,2,5.51,126.84,52,5.2
2021,5,23,12,41,5.1,127.55,113,5.6
2021,6,6,11,20,14.76,119.17,33,5
2021,6,8,5,41,10.16,126.3,8,5.1
2021,6,10,10,42,10.22,126.28,5,5.3
2021,6,14,22,38,5.77,126.17,48,5.1
2021,6,14,22,49,7.66,124.85,12,5.7
2021,6,27,15,14,7.67,124.86,2,5.2
2021,6,29,15,35,8.89,126.37,33,5.1
2021,7,8,18,9,3.99,125.86,146,5
2021,7,10,8,43,4.93,126.59,12,5.2
2021,7,10,8,51,2.52,126.63,64,6.2
2021,7,18,8,9,2.69,126.61,76,5.4
2021,7,18,8,9,6.26,126.43,63,5.4
2021,7,21,4,26,5.58,126.74,79,5.3
2021,7,24,4,48,13.71,120.57,111,6.6
2021,7,24,4,57,13.74,120.54,101,5.5
2021,8,12,1,46,6.3,126.87,59,7.1
2021,8,12,23,42,6.07,127.41,12,5.1
2021,8,12,23,53,6.1,127.65,24,5.6
2021,8,13,4,17,5.93,127.5,35,5.3
2021,8,13,4,28,6.05,127.58,1,5.1
2021,8,13,23,8,13.66,120.57,124,5.8
2021,8,14,3,0,6.21,127.44,15,5.2
2021,8,14,9,27,5.03,128.34,44,5.3
2021,8,14,18,30,10.02,126.15,33,5
2021,8,25,20,3,7.21,122.88,23,5
2021,8,27,18,22,5.5,125.24,34,5.7
2021,9,2,15,23,11.51,124.38,7,5
2021,9,27,1,12,13.82,120.35,66,5.7
2021,10,3,5,59,12.84,120.86,3,5.3
2021,10,8,2,14,13.94,120.49,131,5.2
2021,10,28,13,39,13,124.63,11,5
2021,11,20,4,8,6.83,127.17,3,5.2
2021,11,20,4,13,6.79,127.19,4,5.4
2021,11,27,14,1,4.47,126.37,86,5.4
2021,11,30,8,56,6.68,126.12,41,5.2
2021,12,5,7,47,4.06,128.15,173,6.1
2021,12,13,17,12,13.63,120.53,100,5.5
2021,12,15,21,11,10.25,126.53,17,5.1
2021,12,21,12,8,12.89,120.92,7,5.1
2021,12,22,20,19,2.2,126.6,88,5.1
2021,12,22,20,27,2.13,126.37,42,5
2021,12,26,8,12,16.15,119.27,12,5
2021,12,26,10,22,2.14,126.32,16,5.3
2021,1,19,3,10,21.12,122.21,187,5.2
2022,1,22,4,43,7.44,126.65,115,5.4
2022,1,22,10,26,3.41,126.67,20,6.1
2022,1,23,14,23,6.97,127.3,9,5.3
2022,1,27,14,15,3,127.54,183,5.2
2022,1,30,8,17,15.5,118.41,14,5.2
2022,2,11,22,25,5.87,124.38,48,5.1
2022,2,12,8,41,20.1,121.48,31,5.1
2022,2,13,12,36,19.26,121.04,11,5.4
2022,2,21,2,29,5.77,126.63,56,5.7
2022,2,21,5,13,5.85,126.56,51,5.2
2022,2,21,15,22,13.55,120.67,102,5.3
2022,2,26,14,15,5.58,126.39,117,5.3
2022,3,8,2,13,2.67,125.7,76,5.6
2022,3,14,5,5,14.05,119.11,33,6.4
2022,3,14,22,40,14.07,119.17,33,5.1
2022,3,16,2,15,13.99,119.24,35,5
2022,3,16,8,9,14.1,119.16,27,5
2022,3,21,0,39,10.95,124.8,4,5.3
2022,3,23,1,41,23.43,121.57,15,6.7
2022,3,23,20,2,19.19,122.19,20,5.1
2022,3,26,21,53,20.54,122.24,14,5.2
2022,3,30,0,27,14.12,119.09,33,5
2022,3,30,2,55,15.05,119.6,10,5
2022,4,1,9,35,9.9,126.97,16,5
2022,4,3,18,24,9.16,126.88,4,5.6
2022,4,3,19,21,9.17,127.03,1,5.4
2022,4,3,23,29,9.12,126.88,5,5.5
2022,4,8,7,36,21.57,120.96,1,5.6
2022,4,9,3,19,21.35,121.12,32,5.2
2022,4,9,17,44,12.3,123.82,7,5
2022,4,10,0,43,21.59,121.14,40,5
2022,4,11,21,47,21.52,120.81,25,5.2
2022,4,19,9,23,7.11,127.04,15,6.2
2022,4,19,12,24,7.1,127.01,17,5.3
2022,4,20,1,51,6.27,127.51,54,5
2022,4,20,5,20,3.47,126.47,107,5.4
2022,4,20,17,7,6.23,127.45,110,5.5
2022,4,20,22,34,6.78,127.29,16,5.2
2022,4,21,5,57,6.88,127.21,35,6.1
2022,4,28,19,42,9.93,126.19,13,5.1
2022,5,5,4,16,6.31,127.47,80,5.2
2022,5,5,5,41,6.2,127.34,96,5.7
2022,5,5,16,21,6.22,127.58,34,6
2022,5,6,3,54,6.37,127.36,90,5.2
2022,5,6,8,2,6.44,127.33,65,5.2
2022,5,6,15,34,8.73,126.61,33,5.2
2022,5,17,16,42,19.72,120.99,14,5.1
2022,5,22,5,50,13.93,120.49,128,6.1
2022,6,3,2,54,8.92,126.74,9,5.6
2022,6,8,4,37,6.47,127.2,68,5.2
2022,6,16,14,8,17.24,119.85,10,5.1
2022,6,28,21,43,21.8,120.36,13,5.1
2022,7,1,2,40,19.07,121.29,21,6
2022,7,27,8,43,17.63,120.63,15,7
2022,7,27,17,4,16.25,122.93,18,5
2022,7,28,4,2,17.52,120.61,13,5
2022,8,1,2,48,17.43,120.62,11,5.1
2022,8,2,1,10,11.33,125.48,42,5.1
2022,8,2,13,24,6.88,123.75,1,5.4
2022,8,3,3,19,7.11,127.03,22,5.6
2022,8,13,12,25,10.28,121.83,2,5.1
2022,8,13,14,25,6.96,123.77,11,5.9
2022,8,15,16,23,6.71,125.14,20,5.5
2022,8,17,17,35,9.68,125.92,131,5
2022,8,20,3,22,12.39,123.65,15,5
2022,8,28,2,27,17.43,120.49,18,5.2
2022,9,10,1,20,3.85,126.72,126,5.3
2022,9,12,16,14,6.29,127.81,31,5.7
2022,9,25,19,16,4.56,126.02,137,5.1
2022,9,28,9,12,9.34,126.83,5,5.3
2022,10,3,16,7,9.97,126.38,13,5.1
2022,10,19,16,5,6.7,125.13,24,5.4
2022,10,23,10,15,3.15,128.48,236,5.1
2022,10,24,10,6,7.02,125.49,238,5.3
2022,10,24,23,8,11.22,126.06,16,5.3
2022,10,25,21,20,8.06,126.72,42,5.2
2022,10,25,22,59,17.77,120.72,16,6.4
2022,11,2,21,7,19.67,121.6,53,5.2
2022,11,5,15,42,4.12,126.21,103,5.1
2022,11,6,8,3,2.39,125.17,269,5.5
2022,11,7,13,34,19.09,121.14,14,5
2022,11,8,22,30,15.45,120.57,187,5.2
2022,11,24,23,5,18.44,120.71,21,5.1
2022,11,27,12,43,9.36,126.53,10,5
2022,12,7,13,5,14.58,123.15,1,5.3
2022,12,9,14,33,13.3,125.95,32,5.7
2022,12,10,4,1,6.36,126.18,55,5.6
2022,12,16,19,0,13.58,120.56,89,5
2022,12,18,21,33,15.69,119.17,13,5.2
2022,12,19,17,5,17.42,120.55,10,5.1
2022,12,20,5,44,7.82,124.74,4,5
2022,12,29,21,13,6.21,126.37,131,5.2
2022,1,8,7,0,7.49,126.51,135,5
2023,1,15,20,28,11.33,124.54,1,5.3
2023,1,18,14,6,2.86,127.04,15,7
2023,1,18,16,1,2.2,127.31,62,5.4
2023,1,22,4,6,2.95,126.67,31,5.2
2023,1,24,2,17,2.55,126.74,34,5.4
2023,1,24,9,10,2.22,126.67,36,5.3
2023,1,24,10,13,2.96,126.7,76,5.9
2023,1,25,0,10,3.81,128.63,63,5.1
2023,1,26,12,23,2.65,127.01,95,5.6
2023,1,28,4,25,10.74,125.58,71,5.5
2023,1,29,12,23,5.58,125.21,23,5
2023,1,30,3,57,2.09,126.99,2,5.4
2023,2,1,18,44,7.66,126.07,17,6
2023,2,11,16,55,3.43,126.53,28,6
2023,2,15,17,15,12.28,123.8,7,5
2023,2,16,2,10,12.32,123.75,10,6
2023,2,16,18,33,15.06,119.79,9,5
2023,2,19,12,47,8.99,126.15,34,5
2023,2,24,4,2,3.18,128.13,130,6.4
2023,2,25,1,28,2.91,126.05,56,5
2023,3,6,4,43,7.45,126.24,4,5.3
2023,3,6,23,53,5.81,126.03,148,5
2023,3,7,14,2,7.47,126.19,2,5.9
2023,3,7,16,47,7.51,126.24,11,5.6
2023,3,16,5,25,4.39,127.34,22,5.3
2023,3,18,0,11,5.85,127.1,29,5
2023,3,23,7,31,19.24,121.12,22,5.6
2023,3,28,13,51,18.61,120.28,1,5.1
2023,4,4,20,54,13.9,125.77,72,6.2
2023,4,12,10,2,5.77,126.89,77,5.4
2023,4,14,0,4,9.24,125.6,11,5.1
2023,4,21,18,21,2.78,126.87,27,5.8
2023,4,23,17,19,17.61,122.28,20,5.3
2023,4,24,17,32,9.25,125.57,5,5.1
2023,4,24,0,23,14.27,118.74,33,5.2
2023,4,29,0,0,13.62,120.4,72,5.2
2023,5,4,8,49,17.66,122.38,30,5.5
2023,5,7,19,36,17.6,122.36,28,5.3
2023,5,13,22,37,10.14,126.22,26,5
2023,5,23,23,4,2.73,126.92,69,5
2023,5,24,8,44,5.7,124.26,1,5.2
2023,5,25,21,48,20.96,122.16,18,5.6
2023,5,25,23,26,12.24,123.82,2,5
2023,6,15,10,19,13.78,120.52,107,6.3
2023,6,17,18,15,19.31,121.14,3,5.5
2023,6,19,1,33,10.31,126.48,28,5
2023,6,29,19,30,10.34,127.15,26,5.1
2023,7,10,21,1,11.38,125.41,26,5
2023,7,17,23,35,5.77,124.18,1,5.3
2023,7,20,7,8,3.26,128.67,176,5
2023,8,1,16,3,19.33,121.22,20,5.3
2023,8,4,20,22,21.61,121.46,4,5.1
2023,8,4,20,25,21.85,121.91,23,5.1
2023,8,9,8,57,6.45,126.4,39,5.2
2023,8,13,9,43,20.51,121.54,55,5.4
2023,8,24,1,38,12.81,121.36,1,5.1
2023,8,26,3,13,6.29,124.73,10,5
2023,8,29,1,59,3.81,126.73,40,5.5
2023,9,4,17,11,2.49,126.67,10,5.3
2023,9,8,3,20,4.2,127.91,130,5.1
2023,9,12,19,3,19.27,121.15,29,6.3
2023,9,26,9,39,4.25,127.61,162,6
2023,10,4,11,35,19.28,121.27,21,5.7
2023,10,4,19,21,5.26,126.2,135,6.4
2023,10,13,8,24,13.79,120.82,5,5
2023,10,20,2,58,7.35,126.38,11,5.9
2023,11,2,14,50,11.54,126.3,9,5.6
2023,11,17,16,14,5.38,125.24,63,6.8
2023,11,19,9,38,10.22,125.38,200,5
2023,11,20,12,57,11.55,125.13,70,5.2
2023,11,22,10,48,2.01,126.97,172,6.1
2023,11,26,16,24,13.55,120.62,112,5.1
2023,12,2,22,37,8.44,126.59,26,7.4
2023,12,3,0,3,8.5,126.95,1,6.4
2023,12,3,0,19,8.51,127.12,1,5.1
2023,12,3,0,53,8.28,127.08,8,5.5
2023,12,3,1,40,8.42,126.9,1,6.1
2023,12,3,1,55,8.64,126.97,3,5.9
2023,12,3,2,9,8.51,127.43,2,6.3
2023,12,3,2,20,8.61,126.93,1,5
2023,12,3,3,36,8.48,127.17,45,5.2
2023,12,3,4,39,8.27,127.05,1,5
2023,12,3,4,52,8.4,127.12,1,6
2023,12,3,6,2,8.4,126.84,10,5
2023,12,3,10,2,8.68,127.4,4,5.4
2023,12,3,11,36,8.39,127.06,3,5.2
2023,12,3,13,43,8.66,126.87,8,5.4
2023,12,3,18,35,8.49,126.95,1,6.6
2023,12,3,18,39,8.49,126.89,1,5.4
2023,12,3,22,35,8.76,127.46,7,5.9
2023,12,4,1,1,8.56,127,3,5.2
2023,12,4,2,7,8.54,127.07,10,5.2
2023,12,4,2,11,8.89,126.77,7,5.1
2023,12,4,3,49,8.96,126.91,1,6.8
2023,12,4,5,43,8.67,127.05,1,5.6
2023,12,4,9,7,8.49,126.95,2,5.5
2023,12,4,10,10,8.54,126.92,1,5.1
2023,12,4,10,38,8.63,126.99,1,5.1
2023,12,4,12,17,8.84,126.96,1,5.3
2023,12,4,12,43,8.45,127.37,20,5
2023,12,4,12,58,8.86,126.85,4,5.5
2023,12,4,13,8,8.86,126.87,2,5.8
2023,12,4,14,8,8.45,127.01,5,5
2023,12,5,8,34,8.93,126.66,13,5.3
2023,12,5,13,27,8.49,127.24,1,5
2023,12,5,16,23,13.87,120.29,60,5.9
2023,12,5,17,10,9.06,126.91,3,5.7
2023,12,5,17,42,9.15,126.95,1,5.6
2023,12,5,20,36,2.53,127.82,121,5.2
2023,12,5,21,36,9.14,126.92,2,5.8
2023,12,6,14,19,19.2,121.03,9,5
2023,12,8,18,32,8.81,127.09,1,5.2
2023,12,8,19,32,8.89,127.01,9,5.1
2023,12,11,6,52,8.8,127.48,26,5.2
2023,12,12,21,58,8.58,126.72,14,5.1
2023,12,16,0,5,8.92,127.43,17,5
2023,12,23,22,22,8.13,127.01,12,5.2
2023,12,24,0,38,8.95,127.03,2,5.3
2023,1,3,9,11,8.29,126.56,32,5.1
2024,1,9,4,48,4.45,126.42,72,6.7
2024,1,15,19,31,8.38,126.61,27,5
2024,1,17,20,32,8.4,126.61,26,5.7
2024,1,29,15,37,8.62,127.58,13,5.1
2024,2,2,5,35,8.18,127.18,1,5.3
2024,2,3,16,25,2.2,127.2,98,5.3
2024,2,6,22,37,8.89,126.47,36,5.2
2024,2,7,10,44,8.83,127.19,3,5
2024,2,7,10,56,8.86,127.16,1,5.1
2024,2,7,12,5,18.7,120.73,31,5.4
2024,2,10,11,22,8.69,125.55,24,5.8
2024,2,10,13,21,8.66,125.63,41,5.2
2024,2,12,10,3,9.94,126.93,17,5.3
2024,2,25,2,47,12.12,125.08,26,5
2024,2,29,8,10,8.76,126.88,3,5.3
2024,2,29,8,23,8.81,126.97,12,5.4
2024,3,1,17,28,8.84,127.07,18,5.4
2024,3,7,4,19,7.88,127.14,7,5
2024,3,8,17,11,5.88,127.05,133,6
2024,3,30,2,6,2.29,126.84,81,5.4
2024,4,1,5,16,8.14,126.61,28,5
2024,4,3,7,58,23.8,121.7,12,7.5
2024,4,3,12,51,8.56,126.9,1,5.1
2024,4,9,17,47,2.52,127.19,35,6.5
2024,4,11,0,20,11.95,126.1,14,5.1
2024,4,11,11,33,7.52,126.14,11,5.3
2024,4,13,14,26,2.39,126.62,73,5.3
2024,4,17,0,6,9.73,126.36,17,5
2024,4,23,20,55,20.29,121.27,15,5.3
2024,4,25,12,20,7.69,127.37,18,5
2024,5,3,18,16,10.81,125.37,10,5.8
2024,5,7,16,2,11.37,125.81,6,5.1
2024,5,7,21,12,5.83,124.64,10,5
2024,5,18,14,26,3.75,123.09,539,5.2
2024,6,11,14,58,9.49,119.63,31,5.1
2024,6,13,1,1,4.1,126.65,55,5.7
2024,6,15,21,8,3.1,126.99,95,5.9
2024,6,16,19,49,4.83,125.18,18,5.1
2024,6,22,3,3,8.48,127.27,29,5.1
2024,6,22,8,41,14.05,125.13,53,5.1
2024,7,6,18,29,19.13,121.24,6,5.4
2024,7,7,0,1,12.38,124.63,85,5
2024,7,11,10,13,5.93,123.34,686,7.1
2024,8,3,6,22,8.12,126.84,11,6.8
2024,8,3,7,36,8.03,127.09,4,5
2024,8,3,9,38,7.95,127.07,1,5.4
2024,8,3,12,20,8.14,127.18,1,6.2
2024,8,6,13,39,7.81,127.32,7,5.2
2024,8,19,11,39,12.87,124.88,59,5.7
2024,8,27,21,1,12.52,123.61,8,5
2024,9,2,3,59,3.55,126.61,8,5
2024,9,4,7,16,14.95,122.63,3,5.3
2024,9,9,3,28,10.99,125.93,44,5
2024,9,10,5,1,4.28,126.78,101,5.2
2024,9,13,14,33,4.11,126.88,18,5.1
2024,9,29,14,53,10.49,124.37,7,5.1
2024,9,29,19,9,2.57,126.48,1,5.3
2024,10,2,5,19,14.31,124.93,35,6.1
2024,10,10,15,22,1.98,126.93,157,5.1
2024,11,19,16,34,6.08,126.2,69,5.2
2024,11,27,16,59,9,126.5,19,5
2024,11,28,5,58,15.51,120.61,191,5.7
2024,12,4,0,9,4.48,126.56,39,5.3
2024,12,4,2,54,18.52,120.73,23,5.7
2024,12,19,9,9,17.66,119.42,27,5
2024,12,20,3,22,12.13,126.83,17,5.3
2024,12,26,18,26,8.47,125.86,14,5.3
2024,12,28,2,42,9.56,126.42,51,5.6
2024,12,30,10,56,18.6,120.63,23,5.6
